Utterance,Emotion
"Umm, it costs $16,000 each time you do this. So, umm, we're kinda using all the money we have to do it just this one time.",Peaceful
"No, I'm sorry.",Peaceful
Wow! You guys really don't know anything!,Mad
I know! Why don't you get drunk! That worked for a lot of girls in my high school.,Joyful
I can't find garbage bags!,Joyful
"Oh, I think I saw some in here.",Powerful
What is it?!,Peaceful
"I don't know! But maybe if we keep that drawer shut, it'll die.",Sad
I can't believe we're living here!,Scared
"Okay, she is the star of the play. And she is my girlfriend! I get to have sex with the star of the play!",Joyful
People can hear you.,Scared
I know!!,Joyful
Wow! She looks great. Doesn't she?,Joyful
Yeah.,Neutral
Hi!,Joyful
Hi!,Joyful
That is one good looking man!,Joyful
"Is it just me, or can you actually see his abs through his overcoat?!",Joyful
"Sooo, you've been doing this long?",Joyful
"No, you're my first. Put the money on the table.",Powerful
"Oh, yeah! Ooh, that's nice.",Joyful
Dude!,Neutral
Is that an expensive blouse?,Joyful
If you want it to be.,Powerful
Here's your girlfriend's button.,Neutral
"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?",Peaceful
"Yeah, I think I have some around here somewhere. Why?",Peaceful
"Well, it's just that maternity clothes are so expensive.",Peaceful
"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could just......throw your purses at it.",Joyful
Bloomingdale's eliminated my department.,Joyful
"Oh my God, are you out of a job?",Scared
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Powerful
Uh-huh.,Peaceful
That sounds great!,Joyful
Hey!,Neutral
"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",Mad
There's gravy?,Powerful
What are you doing?,Powerful
I think I left a donut up here.,Powerful
Hey!,Neutral
Hey!,Neutral
Hey!,Peaceful
Ooh! How was Kathy's play?,Neutral
"Yeah, it's like someone literally wrote down my worst nightmare and then charged me $32 to see it!",Powerful
That's a good idea for a business!,Joyful
That-that is a good trick.,Joyful
"All right, look, look, what am I gonna do?",Mad
"Oh-oh, Alec Baldwin and Kim Basinger.",Neutral
Tom Cruise and Nicole Kidman.,Neutral
Yeah.,Neutral
"Hey, Mel Gibson and Clint Eastwood.",Neutral
They're not a couple!,Neutral
"Oh-okay, I get the game now.",Neutral
"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",Scared
Oh yeah!,Neutral
"Well okay, so then you're fine. The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone. Okay? So as long as it's hot onstage you got nothing to worry about. It's when the heat goes away, that's when you're in trouble.",Neutral
Really?,Scared
No.,Neutral
Noooo!!,Neutral
"So uh, man, are you gonna go to the play with me tonight?",Powerful
"Y'know what, I don't know how comfortable I am going to see how hot the sex is between some guy and your girlfriend.",Scared
"Yeah, I know but...",Sad
"Oh no-no-no, I'm there.",Peaceful
Hey!,Neutral
Hey Mon! Want some pancakes?,Joyful
You made pancakes?,Peaceful
Yep! Grab a plate.,Joyful
Okay.,Peaceful
"No-no, stay right there. Gettin' closer.",Mad
Oh yeah!,Powerful
"Oh yeah, who's playing?",Mad
The players.,Mad
"All right Pheebs, stick out your plate!",Peaceful
Oh.,Joyful
Hi!,Joyful
"Hi, I'm Joshua.",Neutral
"Oh, I'm so sorry.",Sad
"Well, at least that's a great suit.",Peaceful
Okay.,Neutral
"Rachel, you needed to speak to me?",Powerful
It's this way? Sorry.,Scared
Hey you guys!,Peaceful
Hey!,Peaceful
"Oh, absolutely!",Joyful
"It's a good play, isn't it?",Joyful
"Okay, I...",Powerful
"Clearly, I'm having sex with him?",Mad
Did she call?,Peaceful
"No, sorry.",Sad
"All right, maybe I should call her.",Powerful
"No! Forget her, man! You don't need her, you don't need that!",Peaceful
"He's right, what she did was unforgivable.",Joyful
"Well, yeah, but y'know, what-what if I was wrong?",Peaceful
How might you be wrong?,Scared
"Well y'know, what if she didn't actually sleep with the guy?",Peaceful
"Dude, tell me she actually told you this.",Peaceful
"She did not have to tell me, I saw the play, and there was no heat. Back me up here, Ross!",Joyful
That's all you're basing this on?,Scared
"That's not backing me up! Look, you said with the off-stage and the heat, and the onstage and the oy heat.",Peaceful
"Whoa-whoa, that-that was just a theory! There's a lot of theories that didn't pan out. The lone gunman. Communism. Geometry.",Scared
Oh my God!!,Joyful
"Would you like to go to a basketball game with me? You know, its funny, basketball, because I happen to have tickets too... Umm, who likes the Knicks-",Joyful
What do you think?,Joyful
"Oh! Well, as a single woman, who is available, I think you look great!",Joyful
Huh. Yeah?,Joyful
"I do. I do. I love it. In fact, I think I'm gonna wear it home.",Joyful
Great.,Powerful
Sure.,Neutral
"Well, I guess this is uh, I guess this is it.",Joyful
Yeah-eah-ha!,Neutral
"Thanks. Maybe I'll see in the spring, with the uh, y'know, for the uh, bathing suits.",Powerful
"Ah, that's okay, thanks.",Joyful
Okay.,Neutral
"Anyway, hopefully, I'll see you around sometime.",Neutral
Basketball!,Joyful
I'm sorry.,Sad
"I uh, I have two tickets to the Knicks game tonight if you're interested, just as a thank you for this week.",Joyful
Wow! That would be great.,Powerful
Really?,Joyful
"Yeah, that would be fantastic! My-my nephew is crazy about the Knicks! This is fantastic, thank you so much Rachel.",Joyful
Good morning.,Neutral
Hi!,Peaceful
Hey.,Joyful
Oh wow. I really wish you'd call me.,Sad
Yeah.,Neutral
"Yeah. Well, I think our second fight is going to be a big one!",Joyful
"So now, what is this now?",Neutral
Guggly worm.,Neutral
And this?,Neutral
Glow-pop giggly jammer.,Joyful
You make it so funny.,Joyful
"Hey umm, what's this?",Peaceful
"Ohh, a hunk of sandwich from last year.",Neutral
Great!,Joyful
"You don't have to stop having fun just because I'm here. Kathy didn't cheat on all of you. Well, except you.",Joyful
What's Phase Two?,Neutral
Gettin' drunk and going to a strip club.,Joyful
How does going to a strip club help him better?,Joyful
Because there are naked ladies there.,Peaceful
"Which helps him get to Phase Three, picturing yourself with other women.",Peaceful
There are naked ladies there too.,Joyful
Yeah.,Neutral
Would you give me one minute!! Please.,Mad
Hey! Joey Tribbiani! I'm here! I'm here!,Joyful
"Calm down, we got time, we're running a little late.",Peaceful
"Look at that, Charlton Heston eating a liquorice whip!",Joyful
"Yeah, we loves 'em. I've never seen him with-",Joyful
"Whoa! Yeah, what the hell is that? What smells so bad?",Powerful
You.,Neutral
"Y'know, I can see why you think that, but ah, actually, you know who I think it is?",Scared
You?,Joyful
"No-no, it's uh, it's Heston.",Scared
What?,Mad
"There's no way he smells, he's the only one around here with a shower in his dressing room.",Powerful
"Really, a shower huh? And uh, which-which room might that be?",Joyful
"The one with ""Heston"" on it.",Joyful
Interesting.,Powerful
"Okay, I've got some Ones, you wanna put them in her panties?",Neutral
"No thanks, Mom!",Scared
"Oh, no umm, hi, that-that, you have to put that out, 'cause I'm pregnant.",Scared
"Well, maybe you and your baby should go to another strip club.",Neutral
"Ha-ha, it's not my baby, ha-ha-ha!",Joyful
"Very good, so good.",Joyful
"I really, really enjoyed it. Very exotic.",Joyful
Come on! Look where you are!!,Neutral
"Remember, a virgin for me please.",Powerful
"Well, if you think it will help.",Peaceful
You should! How is she?,Neutral
Ohhh!!,Scared
Hello! Who's in there?,Scared
How ya doin'?,Peaceful
Who in the hell are you?,Mad
You're in this picture?,Mad
"Joey, right?",Joyful
Yeah.,Neutral
"Oh no-no-no, you don't understand...",Scared
Listen to me!,Powerful
"Oh yeah, yeah.",Neutral
"Yes sir! Yes sir, I'm-I'm-",Scared
Wait a minute! Take your pants.,Peaceful
"Yeah. Oh, yeah.",Neutral
I don't wanna.,Powerful
Please?,Joyful
"Yeah, all right.",Powerful
Hey!,Peaceful
Hey!,Peaceful
"Hey-ooh so, how was Vermont?",Powerful
"Oh, hey!",Powerful
Hey! You were so right!,Powerful
What?,Scared
"Oh, hmm.",Powerful
Joshua.,Neutral
"Yeah, I...",Powerful
"Oh, thank goodness!",Joyful
"Yeah, and-and thank you for Emily.",Powerful
"Oh, no problem. I'm so glad I could help. Happy for you.",Joyful
Happy for you.,Joyful
"No, happy for you!",Joyful
"All right ladies, here's what we're gonna do. You are gonna take off my clothes. You two, go get the oils. And you just constantly scream at the top of your voice, ""Chandler's the king! Chandler's the king!""",Joyful
"I-I wanna be with her, I like her.",Neutral
"Oh, that's fine! Go with your instincts, go with your instincts.",Powerful
"Wait, now, what am I doing again?",Neutral
"Come on! Would you please pay attention, I could wake up at any moment!",Powerful
"Hi, I'm Joshua, I'm here to pick up Rachel.",Neutral
"No-no-no, that' not Joshua.",Neutral
"What do you want from me, I've never met the guy. So anyway, Rachel, I'm sorry you can't stay, but the rest of us have a lot of work to do. What are you doing? All right, listen, I've got to wake up!",Neutral
"Chandler, there's a guy right over there.",Neutral
"Chandler, don't worry! This doesn't make you any less of a guy! That does! What am I sitting on? I hate to think what this woman was scratching when this broke off.",Neutral
"Hey, you know who used to have nails like that?",Neutral
Hmm.,Neutral
OH...MY...GAWD!!,Joyful
"I can't believe you really walk alone here! I mean, you hear such stories about New York.",Scared
"No, it's really not that bad. I mean, I-I for one, feel perfectly safe.",Neutral
Help! Help!! Help! Help!!,Scared
"No, no, no Ross! Ross, these are friends of mine from home. Liam, Devon, this is Ross.",Peaceful
"Hey, mate.",Peaceful
How are ya man?,Neutral
"Oh hey, that was a good one, huh? Help! Help!",Joyful
"So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy.",Neutral
Oh my God. I think you're right.,Joyful
"Well, actually the last time you and I saw each other was that morning.",Joyful
"Oh, Liam.",Joyful
"Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it football?",Joyful
We were playing rugby.,Neutral
Ross play rugby? I don't think so.,Joyful
"What's ah, what's so funny about that?",Neutral
"Well I mean, you're American to start with. You don't even have rugby here.",Neutral
"Well, we didn't have freedom here until 1776, either so...",Neutral
So good then! We'll see you at Riverside Park at 2:00! Cheers!,Joyful
Cheers!,Joyful
Cheers!,Joyful
"Oh boy, I just love to sing!",Joyful
"Oh, look at us! Who would've thought that Cupid had a station at 14th Street Nails.",Joyful
"Okay, we have to talk. I'm just getting out of a very serious relationship...",Powerful
"I know! And I'm just getting out of a marriage, I mean talk about meant to be!",Joyful
Right! I just think that this is happening too soon.,Peaceful
"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",Joyful
"I hear ya. But! Unfortunately, my company is transferring me overseas!",Sad
Oh no! Where to? Too Paris?,Sad
"No! No! Not, Paris.",Sad
"Okay, could you just stop talking for a second? Yemen. That's right, yes, I'm being transferred to Yemen!",Peaceful
When?,Neutral
I don't know exactly.,Neutral
"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.",Scared
But I do know that it's some time tomorrow.,Neutral
Done?,Neutral
Yep!,Joyful
Hey!,Joyful
Hey! What's up?,Neutral
I bet I stopped listening before you did.,Neutral
"Y'know, you-you also could've used uh, lamps and then followed the light.",Neutral
It's coming from Joey!,Joyful
"Oh my God, that's so freaky! Turn him off!!",Scared
"Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that one-Dude! They're all huge!",Scared
They don't look any bigger than me!,Powerful
"Well, maybe that's because you're closer to you. So you look bigger to you from where you are.",Peaceful
I'm just going to say hi to the lads. All right?,Peaceful
All right.,Peaceful
Okay.,Peaceful
Hi.,Neutral
Whoa! I kinda liked it.,Joyful
I totally don't know what you're talking about.,Joyful
Come on! The time we were all waiting in line for Dances With Wolves and that one guy cut in line in front of us and I just lost it?! Screamed at him! Turned all red! Red Ross!!,Joyful
No.,Neutral
You'll see.,Powerful
"Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time.",Peaceful
You don't say!,Mad
"Good luck, babe.",Peaceful
Ross! Ross! Come on! Get in here! Ross! Come on!,Joyful
"Ross, come on! Get in the bloody scrum! Ross, get in!",Mad
JOEY!!!!!!,Joyful
He asked you out?!,Joyful
No. But I was showing him some cufflinks and I felt his pulse.,Joyful
Saucy!,Joyful
What are these?,Neutral
Electrical plans for the building.,Neutral
"Okay, okay, okay should I be scared?",Scared
"I know that switch does something, okay? So-so I went down to city hall and got these. All I had to do was pay $25 and wait in line for three hours.",Neutral
Wow! If only more people knew.,Powerful
"Y'know you, really didn't have to take me to the airport.",Scared
"Well, we're really not that close. Okay, so I guess this is uh, good-bye then.",Peaceful
One ticket to Yemen?,Neutral
"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",Scared
"I'm sorry sir, I don't understand.",Neutral
What would you give to a kid if he wanted a ticket to play with?,Scared
Are you travelling with a child?,Neutral
"Ah, sir a ticket to Yemen is $2,100 and we don't take library cards.",Neutral
What's the matter? Is something wrong? Do you have to stay?,Joyful
American Express?,Mad
Hey!,Joyful
Hi!,Joyful
What-what are-what are these?,Neutral
"Oh, just some pictures I made and hung up. I thought they'd brighten up the place. They do don't you think?",Joyful
"No-no-no, no!",Mad
"I know that there's no hole there, I just really liked that picture.",Joyful
Oh my God! Look at this!,Mad
"Okay, but there is a wire back there! I mean that switch is connected to something!",Mad
I don't care! The wires have come loose in your head!,Mad
I just thought that if I could follow the wire I could find out what it did.,Neutral
And did you?!,Mad
But it didn't. Say hello to Mrs. Chatracus.,Neutral
Oh my God.,Neutral
Hello darling.,Peaceful
"Hello, Mrs. Chatracus.",Scared
"Now, are you sure you don't want to go see a doctor?",Scared
"Yeah, sure.",Peaceful
"No, not you.",Mad
"Uhh, look, your eye's still popping out a little, I'm gonna go get some ice.",Scared
"Ooh, ice! I am so in the mood for ice!",Joyful
You were amazing out there.,Joyful
"Oh, I kinda was, wasn't I?",Joyful
Oh my God!,Joyful
"I made a man twice my size cry. I mean, I haven't done that since I was four and I washed my dad's Porsche with rocks.",Joyful
